,TWEET,USERNAME,DATE,TIME,MANUAL,bertweet_label,bertweet_score,robertweet_label,robertweet_score,emotiontweet_label,emotiontweet_score,flairtweet_label,flairtweet_score,zeroshot_label,zeroshot_score
435,so youve been told postvaccination infections dont matter bc healthy young people dont die but between death and health theres still post acute sequelae of covid odds of developing a new health issue between days and postcovid are still increased vs uninfected,lisa_iannattone,2022-03-02,17:50:20,0,negative,0.65412432,negative,0.614733756,joy,0.867769063,negative,0.94767344,negative,0.359911203
436,new discovery our researchers have found an important new benchmark from a common blood test to measure the risk of heart complications or death after heart surgery,HamHealthSci,2022-03-02,22:15:01,1,neutral,0.799303234,positive,0.663060069,joy,0.935816765,positive,0.999950409,positive,0.420544475
437,anxiety of course,IBmectin,2022-03-03,2:14:15,0,negative,0.517183363,neutral,0.532466173,fear,0.960010707,negative,0.995345175,negative,0.409610897
438,colon cancer is the third most common type of cancer in ontario its the second most common cause of cancer death in our province however if found early colorectal cancer is per cent curable learn about colon health and the services we offer,OakValleyHealth,2022-03-04,17:12:35,0,negative,0.734237313,negative,0.722963393,joy,0.842851639,negative,0.954895496,positive,0.412576258
439,our researchers have found an important new benchmark from a common blood test to measure the risk of heart complications or death after heart surgery which will allow for more accurate patient monitoring,HamHealthSci,2022-03-05,14:15:01,0,positive,0.523940682,positive,0.754274607,joy,0.995191455,positive,0.999915242,positive,0.417332649
440,our researchers have found an important new benchmark from a common blood test to measure the risk of heart complications or death after heart surgery which will allow for more accurate patient monitoring,HamHealthSci,2022-03-07,12:49:00,0,positive,0.523940682,positive,0.754274607,joy,0.995191455,positive,0.999915242,positive,0.417332649
441,my latest for on nuances between overeating emotional eating and binge eating and why these differences matter for assessment and treatment,drfrayn,2022-03-07,18:19:17,0,neutral,0.896730959,neutral,0.802116692,sadness,0.877624571,positive,0.921853006,negative,0.37170589
442,things are not always going to be like this dont be sadhazrat hafiz sherazi ra,zikrejaana,2022-03-08,15:48:35,0,neutral,0.77656734,neutral,0.617210388,anger,0.756699443,positive,0.967759371,neutral,0.363895774
443,every week at tumor board we have to convince the thoracic radiologist that what we are seeing postsbrt isnt recurrence but just postrt changes youd be very proud of us sadly my rad onc and med onc teammates arent on twitter,DoctorJSpicer,2022-03-08,15:49:38,0,neutral,0.757835746,positive,0.579603076,joy,0.997893631,positive,0.786664665,negative,0.358697563
444,recognizes the social economic cultural and political achievements of women and promotes gender equity natalie rampersad procurement specialist at oak valley health shares her message and how shes felt empowered throughout her career with us,OakValleyHealth,2022-03-08,20:42:15,0,positive,0.901697755,positive,0.766225994,joy,0.998760104,positive,0.997066081,positive,0.472647876
445,today in quebec we seem to have some coordinated messaging happening intended to downplay our catastrophic omicron wave apparently were at the point where we need to stop counting the waves are we when the th wave looked like this in terms of hospitalizations and deaths,lisa_iannattone,2022-03-09,23:51:16,0,negative,0.920409024,negative,0.546793818,joy,0.320627034,negative,0.99936837,negative,0.432315826
446,gr learning amp set most downloads in st week record amp seemed on track break st month download record  ty drprasad for raising respectful awareness of issue,Psych_MD,2022-03-10,14:56:44,0,positive,0.765606701,positive,0.585073411,love,0.952583253,positive,0.881532788,positive,0.380338758
447,i agree w sam clinical picpresentation of tsstressinduce cmp in a pt w underlying lm cad seems difficult to believe that had only focal prox lm w so smooth arteries in overall but i guess ivus doesnt lie,RodrigoBagur,2022-03-10,14:59:21,1,neutral,0.948608756,neutral,0.634440005,joy,0.864564896,negative,0.997547686,neutral,0.366167396
448,it makes me sad that instead of highlighting the ways in which weve been more successful than countries like england and the us and striving to do even better going forward weve decided to imitate countries that have done much worse than we have normalization of mediocrity,lisa_iannattone,2022-03-10,16:49:50,0,negative,0.86247021,negative,0.811490595,joy,0.997602165,negative,0.996017873,negative,0.395353556
449,social workers support patients and families with mental health and emotional needs through counseliing psychotherapy system navigation and finding appropriate resources to help them achieve their personal and health care goals within the organization and beyond our walls ,OakValleyHealth,2022-03-10,18:02:13,0,positive,0.668626428,positive,0.713147938,joy,0.99239552,positive,0.994541705,neutral,0.340762615
450,so in ontario covid was incidental in  of deaths but in quebec its  sure,lisa_iannattone,2022-03-11,12:47:21,0,negative,0.9261747,neutral,0.671988606,joy,0.971059561,positive,0.545243621,negative,0.472348273
451,he should clarify who hes counting as with covid i wonder if hes counting the deaths where covid was not the immediate cause of death but still listed as a contributing cause of death as with covid even though a positive test would not have been incidental in those cases,lisa_iannattone,2022-03-11,12:55:31,0,negative,0.647900403,neutral,0.543255031,joy,0.843503594,negative,0.982392788,negative,0.347768396
452,thanks yes i suspect thats how hes counting them up until now having the death toll include deaths with covid as either the main cause or a contributing cause have lined up well with our excess deaths in quebec so i wouldnt call them incidental either,lisa_iannattone,2022-03-11,14:06:27,0,negative,0.770922899,neutral,0.704430878,joy,0.953954339,negative,0.994686246,negative,0.36686343
453,much of this work has greatly and negatively impacted those on the front line exhaustion abuse moral distress all are part of that experience you cant imagine it unless you were part of it,JohnsonNeilG,2022-03-11,15:06:43,1,neutral,0.557666063,negative,0.948077619,sadness,0.978778899,positive,0.81177479,negative,0.417059124
454,thats the game theyre playing now you know so next time someone like your national ph leaders or their twitter account throws out a number like  of people died with covid ask them whether that includes the cases where covid was a contributing cause of death or not,lisa_iannattone,2022-03-12,2:10:47,0,negative,0.870612919,negative,0.830702782,sadness,0.995136678,negative,0.999755681,negative,0.410243422
455,dont believe me here in quebec our deaths are counted by looking at death certificates and the definition of a covid death is literally a or b not c yet our ph director is in the media saying that  of our covid deaths died with covid how by removing group b,lisa_iannattone,2022-03-12,2:43:59,1,negative,0.962165713,negative,0.735408425,sadness,0.966160357,negative,0.99974066,negative,0.383634359
456,ive also asked the ssi to clarify this point a few times after they jumped into the replies of tweets about denmarks surging death toll with their ofwith stats and they have yet to respond,lisa_iannattone,2022-03-12,2:44:00,1,neutral,0.602928877,negative,0.541462064,fear,0.773809493,negative,0.999898314,negative,0.450902969
457,how else do you explain the claim that  of our covid deaths didnt die of covid when dying of covid as either the primary or secondary cause of death is the definition of how qc counts covid deaths how would we be overcounting by that much with the criteria were using,lisa_iannattone,2022-03-12,3:46:08,1,negative,0.879943132,negative,0.53772974,sadness,0.534053564,negative,0.995278716,negative,0.371526778
458,my y old trying to avoid my y old noncovid urtii dont know if its funny or sad,sebpoule,2022-03-12,14:17:20,0,negative,0.855969429,negative,0.62405163,surprise,0.972988427,negative,0.999097466,negative,0.378598213
459,aisay dastoor ko subh e bey noor ko mai nhe janta mai nhe manta remembering the revolutionary poet habib jalib on his death anniversary,zikrejaana,2022-03-12,15:14:08,0,neutral,0.889089763,neutral,0.858867943,joy,0.925106943,positive,0.986453593,negative,0.439295948
460,why does it have to be so hard i feel like ive lost  of my sanity by the time we actually leave the house,GillianEHanley,2022-03-12,19:28:27,0,negative,0.978002727,negative,0.957373083,sadness,0.998943508,negative,0.989612997,negative,0.420088112
461,so sorry for your loss,lisa_iannattone,2022-03-13,17:36:57,0,negative,0.840544164,negative,0.778534114,sadness,0.995719492,negative,0.504485548,negative,0.520134032
462,some of them even contain undeclared thyroid hormone we reported a case last year of a young man with thyrotoxic periodic paralysis after taking weight loss supplements,DrFlashHeart,2022-03-13,18:36:32,0,negative,0.676906884,negative,0.589154899,fear,0.924287021,negative,0.999916792,negative,0.389849544
463,the argentine asado is another nice tool worth considering here ive used it for smoking salmon,DoctorJSpicer,2022-03-14,18:21:13,0,positive,0.967766404,positive,0.944298208,anger,0.647818208,positive,0.981556773,neutral,0.348578423
464,if we experience another wave of hospitalisations and deaths i hope the reaction is to finally demand that everyone in leadership roles that let it happen be held accountable for the consequences of their decisions,lisa_iannattone,2022-03-14,20:16:05,0,negative,0.880867958,negative,0.68451184,joy,0.816757381,positive,0.838336766,negative,0.562286794
465,thats a good description of what occurred and the question is then what were they marketing exactly mass death and delusion,lisa_iannattone,2022-03-14,20:18:33,0,negative,0.717355609,neutral,0.513350368,anger,0.75515914,negative,0.998961926,negative,0.406256646
466,in todays world politicians experts and journalists can actively participate in promoting a dangerous narrative that ends with deaths in months and experience exactly zero consequences for their choices if that doesnt worry you it should,lisa_iannattone,2022-03-14,20:29:07,0,negative,0.977211952,negative,0.848486781,anger,0.997317374,positive,0.668577552,negative,0.451820403
467,and important point to clarify here is for the  of deaths where covid was not the immediate cause of death was covid considered to have contributed to the death,lisa_iannattone,2022-03-16,1:59:01,0,negative,0.569649279,neutral,0.592626154,anger,0.937145829,positive,0.605378151,neutral,0.431417346
468,there are types of covid deaths an expert from denmark is again claiming  of deaths are of covid and  are with covid ive again asked whether the  includes types a and b or only type a the ssi did not clarify this point when i asked how is dk defining ofwith,lisa_iannattone,2022-03-16,2:13:41,1,negative,0.836778164,negative,0.541834295,anger,0.949105024,negative,0.999939561,negative,0.35194245
469,agree with you both that vaccineboosted immunity is protective to individuals it isnt a wall of immunity though deaths are low in nz thankfully but infections and hospitalisations are high  and rising for population mil,lisa_iannattone,2022-03-16,10:31:50,0,neutral,0.807584643,neutral,0.624147177,joy,0.856098533,negative,0.861996353,negative,0.361260861
470,about those excess deaths,lisa_iannattone,2022-03-16,11:40:14,0,negative,0.951522589,negative,0.703884363,anger,0.623653948,negative,0.99950099,negative,0.639861345
471,about the comparison excess deaths rose above normal levels for  weeks in  while  has had sustained excess mortality above normal levels for weeks and counting winters getting longer i guess,lisa_iannattone,2022-03-16,13:38:09,0,negative,0.938749909,negative,0.529818892,sadness,0.498817503,negative,0.999177754,negative,0.406604409
472,almost forgot about the original and most offthemark denmark excess mortality talking pointjan to feb  excess deaths are driven by delta which was thankfully displaced by super mild omicron,lisa_iannattone,2022-03-16,14:01:57,0,neutral,0.667165816,neutral,0.615748048,sadness,0.931596041,negative,0.998066366,negative,0.397026539
473,we dont have that breakdown for hospitalisations but it is available for deaths the  of deaths in the community vs ltcrpa has actually increased from  in february to  in march which argues against waning immunity since those in the community were boosted more recently,lisa_iannattone,2022-03-16,15:59:01,0,negative,0.699004948,neutral,0.632987618,joy,0.978287041,negative,0.991535902,negative,0.377674729
474,something is happening in hong kong this isnt just under vaccination dont compare their daily deaths to todays in other countries compare it to the waves before vaccines and before infectionacquired immunity we havent seen a death curve come even close to hong kongs,lisa_iannattone,2022-03-16,16:21:43,0,negative,0.822032094,negative,0.723505378,fear,0.511565626,negative,0.819691181,negative,0.381841093
475,its been pretty shocking to see so many people doing victory laps about this coding error when  pediatric deaths is still horrific and  we have no information on what the coding error was,lisa_iannattone,2022-03-19,14:45:24,0,negative,0.969837129,negative,0.934553802,sadness,0.872089386,negative,0.999982715,negative,0.471267015
476,masking isnt about anxiety theyre attempting to pathologize perfectly reasonable decisions about masking we can do most everyday activities perfectly well with a mask on and they certainly arent worth risking covid masking isnt anxiety its sound risk calculus,lisa_iannattone,2022-03-20,17:22:03,1,negative,0.836096108,neutral,0.518074691,joy,0.996433616,negative,0.998931825,neutral,0.357067674
477,and thats probably a generous estimate given that os started at randomization a more correct meaaure of therapeutic safety or risk of premature death due to treatment as has previously implied would estimate mortality days after completion of local therapy,DoctorJSpicer,2022-03-21,13:58:19,1,neutral,0.848530233,neutral,0.679287493,joy,0.97922188,negative,0.501507878,negative,0.354864985
478,rt  vaccinations remain extremely effective at preventinghospitalizations amp deathshundreds of thousands of people have gone without boosters amp nearly half of children to havent received so much as one dose,allan_k_grillMD,2022-03-21,14:44:51,1,negative,0.835862398,positive,0.58667028,joy,0.542527318,positive,0.999298334,negative,0.375602961
479,this is sarcasm but the doctor simmelweis that discovered that washing your hands with an antiseptic drastically reduced childbed fever was ridiculed by the medical community lost his job and eventually committed to an asylum humans are not good at coping with big changes,lisa_iannattone,2022-03-22,4:57:55,0,negative,0.937386274,negative,0.855389118,sadness,0.519484937,negative,0.998158514,negative,0.436994582
480,i completely agree with you  it is all so sad,AmitAryaMD,2022-03-22,19:25:01,0,negative,0.804203033,negative,0.48501417,joy,0.704012275,negative,0.944900274,neutral,0.387377799
481,i dont get the growing no matter what we do people are going to die so why bother doing anything sentiment on this site covid is our new leading cause of death and is going to contribute significantly to several of our other top leading causes of death,lisa_iannattone,2022-03-23,2:54:10,1,negative,0.960349202,negative,0.959164262,joy,0.919924438,positive,0.569806159,negative,0.447561651
482,a sad point that doesnt get made enough,lisa_iannattone,2022-03-23,20:26:34,0,negative,0.933689892,negative,0.884859681,sadness,0.911058962,negative,0.999176323,negative,0.509559512
483,i would like to see ethics arguing our soc vs intervention considering we sadly already give secondary prophylaxis to everyone hopefully they would conclude that its better to stop this madness and go all in trialthen they would say no to trial because of  ,sebpoule,2022-03-23,23:15:52,0,negative,0.808520675,neutral,0.518011808,sadness,0.538784564,negative,0.992709756,neutral,0.351348996
484,reminder for some universal pharmacare dental care ending forprofit ltc paid sick days systemic racism and housing for all are not matters of importance for others they are matters of life and death,AmitAryaMD,2022-03-24,13:17:00,0,negative,0.669674039,negative,0.695494294,anger,0.938548028,negative,0.857383907,negative,0.394827873
485,why canadas planned expansion violates the right to equal protection of persons with against premature death check critique with colleagues ramona coelho john maher amp,Psych_MD,2022-03-24,19:17:16,1,negative,0.950350523,negative,0.527347326,anger,0.908298075,negative,0.994638026,negative,0.453458011
486,details directly from one of the authors theyre seeing more croup febrile seizures and inhospital deaths,lisa_iannattone,2022-03-25,2:56:15,0,negative,0.940819561,negative,0.626752198,fear,0.971884012,negative,0.999824941,negative,0.592731774
487,misinformed experts are still betting on the improved ifr to stop the wave without factoring in transmissibility unmitigated omicron in a wellvaccinated canada will kill times as many people as influenza and be the rd leading cause of death in the next months,lisa_iannattone,2022-03-26,3:12:41,0,negative,0.965598285,negative,0.840277195,anger,0.788159668,negative,0.998929918,negative,0.423871666
488,we actually dont get to personal choice many of our safety decisions theres nothing new there whats new is the apathy to mass death disability and a tanking healthcare system whats new is turning a public health and safety issue into a polarizing political issue,lisa_iannattone,2022-03-27,1:50:19,0,negative,0.939802766,negative,0.851511538,anger,0.784509361,negative,0.99488306,negative,0.411143988
489,correct me if im wrong but south africa still has a mask mandate in all indoor spaces including schools right even with deaths declining and now down to low levels make better decisions get better results what a concept,lisa_iannattone,2022-03-27,17:14:31,1,neutral,0.765907288,neutral,0.525493681,sadness,0.974672198,positive,0.757944763,negative,0.378723294
490, failed hearing tests wow i dont see how masks would affect hearing though whats causing the hearing problems and is it the hearing loss thats affecting language hearing is evidently crucial for learning language more than seeing lips,lisa_iannattone,2022-03-27,22:46:29,0,negative,0.967105687,negative,0.803969085,joy,0.929892302,negative,0.999075651,negative,0.375245571
491,so sorry for your loss carey sincere condolences to all of you,AmitAryaMD,2022-03-28,1:26:58,0,neutral,0.572310448,neutral,0.47551167,joy,0.993181646,positive,0.970934749,negative,0.442601651
492,this right here waves ive had it leaders wont even do simple things to limit the of infections hospitalizations post covid clotting and heart disease long covid and death and were just letting their fly as though it isnt the height of negligence,lisa_iannattone,2022-03-28,14:33:06,0,negative,0.951728225,negative,0.892420948,sadness,0.598418653,negative,0.998390436,negative,0.405626059
493,lo siento que hayas pasado eso,RodeloKaroll,2022-03-31,2:49:31,0,neutral,0.956293523,neutral,0.738494694,joy,0.641198695,negative,0.600123763,positive,0.36262399
494, when it can no longer be denied concede that cases are rising but say that hospitalizations and deaths wont when sht hits the fan and hospitals start crumbling under the pressure admit that hospitalizations are rising but say the wave has already peaked yay,lisa_iannattone,2022-04-01,0:58:51,0,negative,0.919032395,negative,0.491507053,sadness,0.990154207,positive,0.963209867,negative,0.370383531
495,unbelievable what did they achieve they spared a sibling days of isolation at the cost of  days of isolation for the other kids and how many days of school and work lost for all their siblings and parents with the risk of hosp and long covid for everyone in the chain,lisa_iannattone,2022-04-01,2:55:56,0,negative,0.952626169,negative,0.897045434,sadness,0.997183979,positive,0.884730995,negative,0.393989742
496,but over time many of those same voices including the oncecelebrated cmoh of ontario have begun to sound more like mouthpieces for their political bosses eager for a return to normal not the experts who led us to a per capita death rate less than half of that of the us,lisa_iannattone,2022-04-02,2:08:38,0,negative,0.92736876,negative,0.619187951,joy,0.991309643,negative,0.995530427,negative,0.389656961
497,agree  having recently been denied all access to participate in the care of my frail elderly father in hospital we signed him out against med advice his capable wishes amp brought him home to die tg we did  he achieved a good death at home and i recognize my privilege,DocSandyB,2022-04-02,15:35:58,0,neutral,0.765214145,neutral,0.506311119,joy,0.90281862,positive,0.815733671,negative,0.452875704
498,remember the year we vaccinated  of the adult population against influenza by september and still lost canadians over the next months putting it on track to be canadas third leading cause of death again even in the postvaccine era me neither,lisa_iannattone,2022-04-03,1:22:19,0,negative,0.951931953,negative,0.743306518,sadness,0.997797489,negative,0.954475045,negative,0.459459156
499,the s were a bad time for influenza setting a vaccination target of  for   of  brought mortality down to the levels we have now yr  with covid weve vaccinated  of  and nearly  of  and we still had deaths in months with masks,lisa_iannattone,2022-04-03,12:10:56,0,negative,0.975187302,negative,0.760044336,anger,0.416922659,negative,0.99981755,negative,0.387712508
500,no mention of the fact that  of  year olds are vaccinated and nearly  of  and we still had x the average of annual influenza deaths in the last months with masks lets use immunizations we have theres almost no one left to vaccinate its not enough,lisa_iannattone,2022-04-03,13:00:36,1,negative,0.884667814,negative,0.782850862,anger,0.333778799,negative,0.999672532,negative,0.396995634
501,i can tell you anecdotally that anxiety is way up among my patients especially community dwelling seniors this past week so many have taken the time to express to me how worried they are about quebecs plan to drop mask mandates in weeks they already feel isolated as is,lisa_iannattone,2022-04-03,13:36:29,1,negative,0.919067025,negative,0.817239583,sadness,0.998902082,positive,0.837762237,negative,0.405385733
502,the surge in cases in canada will translate into a surge in hospitalizations and then deaths thats how this works weve been through it times already twice with a highly vaccinated pop how can anyone seriously try to play the we dont know yet card on round six we know,lisa_iannattone,2022-04-03,15:10:13,0,negative,0.915881276,negative,0.808838427,joy,0.965736032,positive,0.933593869,negative,0.421035975
503,im so happy to hear this what a relief lt the anxiety of missing cats is hard to bear,catriona_hippma,2022-04-04,17:17:54,0,positive,0.893474162,positive,0.921999037,sadness,0.998565495,positive,0.999506593,negative,0.375447005
504,what are the chances he actually spends the money to improve ventilation and minimize the impact of our rd leading cause of death and whats almost certainly now one of the leading causes of disability among quebecers if he thinks its just a cold because he was fine zero,lisa_iannattone,2022-04-05,16:52:34,0,negative,0.912558854,negative,0.787756443,anger,0.903785706,negative,0.999811113,negative,0.366348445
505,remember the year that rhinovirus aka just a cold was the rd leading cause of death in canada i dont the coordinated propaganda from leaders at all levels in this country is despicable,lisa_iannattone,2022-04-05,17:06:08,1,negative,0.977101147,negative,0.971330345,anger,0.96728456,negative,0.998973966,negative,0.462608188
506,sad to be missing this on one of my favourite topics will catch up later,DrFlashHeart,2022-04-06,1:06:19,0,negative,0.744621456,negative,0.54516238,joy,0.84391278,positive,0.994084299,negative,0.394145489
507,new story i remember feeling so lost says ann whose teenager was treated at mch after a suicide attempt as part of the familys care plan ann joined an hhs emotion focused family therapy workshop for parents and caregivers,mch_childrens,2022-04-07,16:39:01,0,negative,0.625686049,negative,0.555877686,sadness,0.998818576,positive,0.903761446,negative,0.403002083
508,new story i remember feeling so lost says ann whose teenager was treated at mch after a suicide attempt as part of the familys care plan ann joined an hhs emotion focused family therapy workshop for parents and caregivers,HamHealthSci,2022-04-07,19:45:01,0,negative,0.625686049,negative,0.555877686,sadness,0.998818576,positive,0.903761446,negative,0.403002083
509,yes theyre opening up now and are acquainting themselves with waves of covid hospitalizations and deaths but theres this ridiculous rhetoric out there that it was all for nothing feels like some people just cant handle being this wrong and are trying to rewrite history,lisa_iannattone,2022-04-08,0:59:30,0,negative,0.981299937,negative,0.951545358,anger,0.850449204,negative,0.99957937,negative,0.436312586
510,a world without covid is the best case scenario hopefully we get a second chance at it at some point for now through id settle for a world we at least acknowledge covid as one of our leading causes of death and disability and do something about it anything start anywhere,lisa_iannattone,2022-04-08,4:01:10,0,neutral,0.601995468,neutral,0.436638325,joy,0.995482683,positive,0.778090477,negative,0.416951776
511,governments everywhere are now forcing the vulnerable to take their chances with death because testing and data make people too cautious for their liking some of their voters dont like masks and ventilationfiltration is too expensive when did we collectively consent to this,lisa_iannattone,2022-04-08,12:47:31,0,negative,0.954451263,negative,0.922814727,fear,0.993084669,negative,0.999830365,negative,0.398130864
512,a friend in mauritius told me they read the names of all the people that died each day on the radio when announcing the number of deaths that day such a contrast to our approach in the west we need more reminders that the statistics are human beings not less,lisa_iannattone,2022-04-10,16:44:47,0,neutral,0.642628551,negative,0.506887972,sadness,0.99611181,negative,0.975534439,negative,0.390110046
513,some of those people will end up in the hospital or dead its the truth the cdc made this point very elegantly back in by contact tracing a party where people caught covid it led to multiple secondary outbreaks one in an ltc and deaths of people that werent there,lisa_iannattone,2022-04-10,22:46:13,0,negative,0.9411847,neutral,0.526404142,anger,0.577281475,negative,0.676529586,negative,0.364070654
514,death by provincial election,durocher1,2022-04-11,14:26:58,0,negative,0.696008742,neutral,0.524049163,sadness,0.389638335,negative,0.999199688,negative,0.595469654
515,depression is also a brain disease which is why we work so hard to destigmatize it and treat people suffering with it i have no problem using postcovid brain disease instead of damage my point is that brain fog is a symptom and doesnt capture the disease process,lisa_iannattone,2022-04-11,16:55:46,1,negative,0.847962379,negative,0.592318535,sadness,0.982246816,negative,0.972975016,negative,0.405285388
516,brain disease brain damage brain inflammation acutechronic brain injury brain failure take your pick the exact term doesnt matter as much as having a term that people can understand as meaning the brain is altered by a covid infection with objective losses in function,lisa_iannattone,2022-04-11,17:43:59,0,negative,0.919828236,negative,0.819588363,sadness,0.738717794,negative,0.999931574,negative,0.367744356
517,again making my point for me we dont have the capacity to actually document the objective loss of cognitive function for most people but thats a very poor reason to then assume that what most people experience is subjective and not objective,lisa_iannattone,2022-04-11,17:47:55,0,negative,0.92491883,negative,0.87138021,joy,0.656310558,negative,0.93418318,negative,0.409689963
518,what if the psychological distress is caused by the cognitive dysfunction and not the other way around though just because depression causes cognitive dysfunction doesnt mean that thats the order of things in postviral cognitive syndromes too,lisa_iannattone,2022-04-11,20:03:35,0,negative,0.784269512,negative,0.677448988,sadness,0.794840455,negative,0.914613605,negative,0.421469659
519,you dont think that tbn patients benefit from systemic therapy do you remember what the most common cause of death is for those patients after surgery,DoctorJSpicer,2022-04-11,20:41:14,1,negative,0.840063632,negative,0.762365937,sadness,0.771357834,negative,0.998283803,negative,0.394135356
520,rt  simply reboosting people every monthsis not a viable approachwe have to use other measuresmasking ventilation crowd limitsuntil we have better vaccinesadapted to specific variants ora universal coronavirus vaccine,allan_k_grillMD,2022-04-12,4:53:07,0,neutral,0.500861049,neutral,0.518060684,joy,0.991976202,negative,0.999996305,negative,0.346056104
521,steeve tremblay is not anonymous and even appears in the media sometimes i am also not anonymous and my friend recently lost a vaccinated pregnant patient to covid that same friend was extremely sick with ba themself desat despite previous infx,lisa_iannattone,2022-04-13,5:30:15,0,negative,0.882237256,negative,0.647907794,sadness,0.985969663,negative,0.94657594,negative,0.449923366
522,to date deaths are  higher in than in  surpassing s death toll in the next few weeks is now a mathematical certainty depending how the second months of play out we may have significantly more deaths in than in when all is said and done,lisa_iannattone,2022-04-13,12:10:33,0,negative,0.919622123,negative,0.649797916,joy,0.845653534,negative,0.918174565,negative,0.52118963
523,burnout is real,ShaharLavi1,2022-04-13,18:15:47,0,negative,0.911385477,neutral,0.476998717,anger,0.761150718,negative,0.998147368,negative,0.596479118
524,check your biases quebec media boileaus track record is worse than arrudas as many deaths in lt months of on his watch than in all of on arrudas far more pediatric hospitalizations on boileaus watch than arrudas it was boileau that brought the system to triage,lisa_iannattone,2022-04-13,21:49:36,0,negative,0.972166181,negative,0.920699477,anger,0.533410013,negative,0.999744236,negative,0.436987013
525,its honestly unsettling boileau inherited a gt vaccinated population and is on track to have more deaths on his record in his first months than arruda had for all waves of  with of those waves occurring while the population wasnt even vaccinated ca va bien aller,lisa_iannattone,2022-04-13,22:01:43,1,negative,0.950046003,negative,0.869459867,fear,0.833608985,negative,0.64880091,negative,0.398193061
526,be kind to those that choose to hide their real covid death toll bc,lisa_iannattone,2022-04-13,22:34:37,0,neutral,0.869146824,neutral,0.548713565,sadness,0.467306763,positive,0.993303716,negative,0.430637151
527,treatmentrelated death for entire cm cohort was  day mortality after surgery in chemonivo arm was  please see how this compares to registry data for upfront lobectomy and pneumonectomy also a crttreated lung in stage iii isnt all that functional,DoctorJSpicer,2022-04-13,23:17:50,0,negative,0.82337451,negative,0.799907863,joy,0.520429075,negative,0.999869585,negative,0.479148537
528,cm demonstrated that chemoio enables less extensive surgery without compromising r resection rate presumably chemoio could also enable less extensive rt fields its a shame though that port data is associated with such a high rate of cardiopulmonary death,DoctorJSpicer,2022-04-14,0:23:35,1,negative,0.739093065,negative,0.554212332,fear,0.359826744,negative,0.991811991,negative,0.38509801
529,the international covid excess mortality collaborators recent paper in the lancet also confirmed taras groups findings bcs excess mortality is more than double their official covid death toll and is on par with albertas the jig is up,lisa_iannattone,2022-04-14,2:34:57,0,neutral,0.529401302,neutral,0.685513735,joy,0.728923082,positive,0.699357629,negative,0.403848886
530,they keep trying to attribute the massive excess death toll to an increase in opioid deaths but whenever anyone looks at the data that hypothesis falls apart tara also took great care to factor in excess opioid deaths its still mostly uncounted covid,lisa_iannattone,2022-04-14,11:25:57,0,negative,0.886173785,negative,0.781841397,fear,0.45652914,negative,0.984682322,negative,0.378053576
531,and like you said all of these crises pandemic opioid crisis climate catastrophe are public healths job to manage so whatever the proportion attributable to each crisis the fact remains that bc is doing extremely poorly in terms of excess deaths from ph issues,lisa_iannattone,2022-04-14,11:32:05,0,negative,0.97102809,negative,0.912736833,sadness,0.978839874,negative,0.998853564,negative,0.488857895
532,smallpox has a history lesson for us it killed  londoners for gt years until vaccinationeradication if the population is no longer naive and covid is still killing at a rate that makes it the rd leading cause of death this is what covid endemia looks like deadly,lisa_iannattone,2022-04-14,13:22:12,1,negative,0.948046982,negative,0.946001947,anger,0.660197198,negative,0.999896407,negative,0.418075204
533,yup the death count gives them away even in jurisdictions that manage to manipulate their covid death toll it eventually catches up to them cant hide excess mortality data forever although manitoba canada certainly seems determined to try,lisa_iannattone,2022-04-14,17:16:46,0,negative,0.768217444,negative,0.599961758,joy,0.997033238,negative,0.835393667,negative,0.412330508
534,hows it going in quebec in view flirting with level surge capacity a  increase in icu admissions in the last hours and being on track to surpass s death toll for the whole year in the first months of means everything is under control,lisa_iannattone,2022-04-15,0:39:38,1,negative,0.608762264,positive,0.632780135,anger,0.662901282,positive,0.91825819,negative,0.345477819
535,balloux says these are mostly incidental deaths and he has a blue checkmark so it must be true,lisa_iannattone,2022-04-15,3:13:20,0,negative,0.783278763,neutral,0.687657297,joy,0.985266685,negative,0.975705206,negative,0.400884181
536,thats so sad sorry to hear that and i fully agree with timing the boosters with waves,lisa_iannattone,2022-04-15,5:43:45,0,negative,0.897926211,neutral,0.57327199,joy,0.987106562,positive,0.790337324,negative,0.413514137
537,remember that trying like hell to resist the is an act of rebellion against a government that is unfazed by the preventable disability hospitalizations and deaths of their own citizens,lisa_iannattone,2022-04-15,13:53:46,1,negative,0.958898365,negative,0.942017972,sadness,0.989679456,negative,0.915757418,negative,0.443273365
538,the west shunned elimination in on a gamble that one of things would happen covid would be easy to keep under control andor a vaccine would effectively end the pandemic andor covid would eventually be a seasonal virus similar to influenza we lost the bet,lisa_iannattone,2022-04-15,14:13:02,0,negative,0.845265388,negative,0.703772068,sadness,0.780928612,negative,0.998375654,negative,0.359939367
539,using art and colour has always been an important aspect for our ron joyce childrens health centre research has shown that art can reduce stress and create an emotional connection,mch_childrens,2022-04-15,14:14:04,0,positive,0.925048113,positive,0.949178517,sadness,0.835835397,positive,0.999553382,positive,0.488684982
