,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,TWEET,USERNAME,DATE,TIME,bertweet_label,bertweet_score,robertweet_label,robertweet_score,emotiontweet_label,emotiontweet_score,flairtweet_label,flairtweet_score,zeroshot_label,zeroshot_score,Final_label
203,203,203,203,so sorry to have missed you at ccph too i looked for you when they asked for the ambassadors to stand up so i could find you later lets stay connected,PEAKMD,2019-10-08,00:40:34,positive,0.6967079639434814,neutral,0.5440669059753418,sadness,0.9757492542266846,positive,0.8300997018814087,positive,0.3523718416690826,positive
204,204,204,204,thank you johny sadly stories of such conversations are rampant so it is critical to increase awareness and be ready to respond appropriately,PEAKMD,2019-10-09,14:20:13,negative,0.5034672021865845,neutral,0.5948774814605713,joy,0.9862325191497804,negative,0.8652991652488708,negative,0.4412589371204376,negative
205,205,205,205,resilience alone cannot counter the isolation and depression that comes fromhostile working environments,PEAKMD,2019-10-10,15:50:22,negative,0.7286173105239868,negative,0.8496873378753662,joy,0.8347320556640625,positive,0.9913759827613832,negative,0.7218589186668396,negative
206,206,206,206,via the descent into is harrowing but in ms wilsons case every lost word or forgotten name was freighted with significance she was trying to become one of the first patients in canada to be approved for ,DocSchmadia,2019-10-12,15:41:30,neutral,0.8731876611709595,neutral,0.5446600317955017,joy,0.8956449627876282,positive,0.9426285624504088,negative,0.4572899639606476,neutral
207,207,207,207,i advise patients to do what is right for them anxiety vs lower survival of breast cancer your choice  chance of overdiagnosis  of deaths in the  who didnt screen regularly make your own choice,ShielaAppavoo,2019-10-13,21:02:38,negative,0.7700201272964478,neutral,0.5444599986076355,joy,0.521405816078186,positive,0.5598653554916382,negative,0.4396429359912872,negative
208,208,208,208,arrived in cape town a few days ahead of  a most humbling mortifying and soulcrushing experience visiting the  the injustices of the apartheid amp postapartheid eras run deep how sad that humans are this terrible to one another,awruddiman,2019-10-17,16:12:59,negative,0.9817811250686646,negative,0.9222863912582396,sadness,0.9984009861946106,negative,0.9750219583511353,negative,0.5243062973022461,negative
209,209,209,209,agree did you know in a study of cancer patients  of deaths were in the  of the population not screening i think the risks of not screening are important to disclose dont youit is always the womans choice,ShielaAppavoo,2019-10-19,22:37:00,neutral,0.607477068901062,neutral,0.5043779015541077,joy,0.992774248123169,negative,0.9644706845283508,negative,0.5006365776062012,negative
210,210,210,210,me this mammogram is normalmy anxiety your index of suspicion is slipping cuz the last you saw were normal or were theymy imposter syndrome i agree with anxiety plus remember youre being auditedmy insomnia dont worry we have all night,ShielaAppavoo,2019-10-19,22:51:38,negative,0.8907386660575867,neutral,0.5027716159820557,joy,0.9458937048912048,negative,0.9984954595565796,negative,0.3740992546081543,negative
211,211,211,211,love thismatreon the patreon platform for emotional labor,DrRFernandez,2019-10-21,04:48:25,positive,0.9784716963768004,positive,0.8999902009963989,sadness,0.9840462803840636,positive,0.9975115060806274,positive,0.4426358342170715,positive
212,212,212,212,hmmm a harvard study published in cancer did you read it  of the deaths were in the  who didnt screen are you interested in the truth if nothing will convince you and your mind is made up and discourse is futile you dont want the truth,ShielaAppavoo,2019-10-21,13:01:36,negative,0.7579279541969299,negative,0.8046823143959045,sadness,0.9660179615020752,negative,0.9999767541885376,negative,0.3969759345054626,negative
213,213,213,213,there are rebuttals to every study nonetheless lets get back to this  of deaths were in the minority of patients who werent regular screeners you cannot deny that the biggest risk for death from breast cancer is not screening how do you feel about that,ShielaAppavoo,2019-10-21,18:18:04,negative,0.7725389003753662,negative,0.6515111923217773,sadness,0.3419441878795624,negative,0.995952606201172,negative,0.4636585414409637,negative
214,214,214,214, of deaths in the  not screened please get back to addressing that,ShielaAppavoo,2019-10-22,10:37:20,negative,0.8830926418304443,negative,0.5052593350410461,anger,0.7424280047416687,negative,0.9999589920043944,negative,0.6101539134979248,negative
215,215,215,215,but it still hurts received an award friday lost the election saturday an hour later  received a standing ovation from the voting delegates somewhat confusing,KimKellyMD,2019-10-22,20:05:17,negative,0.9550267457962036,negative,0.7546600103378296,anger,0.9742050766944884,negative,0.9932115077972412,negative,0.4092950820922851,negative
216,216,216,216,most people managed to ignore the depression guideline just fine womens physicians consider the peripartum period an important time to screen for depression and consider this guideline to be inadequate its important to use judgement not cookbooks,ShielaAppavoo,2019-10-24,02:46:14,negative,0.5055274963378906,neutral,0.5044864416122437,sadness,0.9927801489830016,negative,0.9855140447616576,negative,0.3784413933753967,negative
217,217,217,217,sad to be missing this today greta its happening representing us,AnizKhalfan,2019-10-25,13:11:27,negative,0.7996059656143188,negative,0.5942664742469788,sadness,0.4871591627597809,positive,0.992870271205902,negative,0.4243420958518982,negative
218,218,218,218,elated to learn that genderequity is on the agenda sadly im only able to attend saturday wishing you and copresenters success,KimKellyMD,2019-10-27,14:34:39,positive,0.9583157300949096,positive,0.7708541750907898,sadness,0.6396791934967041,positive,0.9396331906318665,positive,0.4880771934986114,positive
219,219,219,219,just got home and was greeted by a chunky skunk in the driveway lost sight of it and am now afraid to exit the car,bechardmel,2019-10-28,02:37:24,negative,0.8942667245864868,negative,0.6282005906105042,fear,0.9976527094841005,negative,0.998705506324768,negative,0.398821085691452,negative
220,220,220,220,a colossal embarrassment same level as armando galarraga perfect game blown call,DocMcConks,2019-10-30,02:55:26,negative,0.9753134846687316,negative,0.7234165668487549,joy,0.989568531513214,negative,0.9996258020401,negative,0.4733584523200989,negative
221,221,221,221,the past has gone staying there can be feelings of sadness the future is yet to come wishing it to come in a way most wanted can cause anxiety so take this moment in and be is the only moment in time that matters live lifehiking,AnizKhalfan,2019-11-02,17:28:50,neutral,0.8471931219100952,positive,0.4710299372673034,anger,0.4737766683101654,positive,0.9993743300437928,negative,0.3911949694156647,positive
222,222,222,222,this is chillingtougher audits like the mrc the same mrc that led to death of dr tony hsu a welland pediatrician who was literally hounded to death by the mrc over what turned out to be legit billingswhat about proposal for billing education,DocSchmadia,2019-11-04,13:29:13,negative,0.9086880087852478,negative,0.9212923049926758,anger,0.9526178240776062,negative,0.6724448204040527,negative,0.55436772108078,negative
223,223,223,223,but when you ask children what their parents want for them percent say their parents value achievement and happiness over caring sadly achievement without kindness wont lead to success or happiness for these kids,bechardmel,2019-11-04,21:38:34,negative,0.8904876112937927,neutral,0.4382466077804565,love,0.9923757910728456,negative,0.892643928527832,negative,0.3570652306079864,negative
224,224,224,224,this draft law is the same process that caused the death of dr hsu a pediatrician in welland he was publicly humiliated and harassed until his suicide when he was found to be innocent of all chargesdoctors still talk about that tragedy,DocSchmadia,2019-11-08,12:20:50,negative,0.967383623123169,negative,0.9284219741821288,sadness,0.8309559226036072,negative,0.9972313046455384,negative,0.4815579950809479,negative
225,225,225,225,in fact supreme court justice cory recommended a fairer audit process one that resolves overbilling without hurting patient access to care and without causing another suicide from another good doctor  why not implement those recommendations,DocSchmadia,2019-11-08,12:20:51,neutral,0.7952597141265869,neutral,0.5813506841659546,sadness,0.5052893161773682,negative,0.7789523601531982,positive,0.3574068248271942,neutral
226,226,226,226,my latest as a society we must be able to talk about not just what a good life looks like but what a good death looks like im talking about when to stop lifeprolonging treatment when to refocus medicine on quality of life not quantity,DocSchmadia,2019-11-12,23:50:46,neutral,0.8614856600761414,neutral,0.567611038684845,joy,0.995122253894806,positive,0.6268160939216614,positive,0.3668667674064636,neutral
227,227,227,227,i had the privilege of caring for a patient who took the time to talk to his family about his life and his death this doesnt always happen and it shouldthis is an important consideration at any and all stages of our livesfor more info visit,DocSchmadia,2019-11-12,23:54:03,positive,0.5965933799743652,positive,0.5734632015228271,love,0.99001806974411,negative,0.5508226156234741,positive,0.4187662005424499,positive
228,228,228,228,its twitter thumb  known occupation hazard of official twitter ambassadors,ShelleyZieroth,2019-11-16,23:48:08,negative,0.7939025163650513,neutral,0.5552697777748108,joy,0.4683848023414612,negative,0.9685657024383544,neutral,0.4588672518730163,negative
229,229,229,229,many colleagues have shared with me that a major source of their sense of burnout stems from the difficulty taking off the physician mask at the end of the day and putting on the family one ,DoctorsOfBC,2019-11-19,22:50:08,negative,0.7191203832626343,negative,0.6693531274795532,anger,0.710879921913147,negative,0.9301329851150512,negative,0.4395510554313659,negative
230,230,230,230,no sadly that is the day the trial ends decision likely in mid ,DrBrianDay,2019-11-21,15:29:36,negative,0.897216260433197,negative,0.5722646117210388,joy,0.4250618815422058,positive,0.6397272944450378,negative,0.5010771155357361,negative
231,231,231,231,this is heartbreaking laurie so very sorry for your loss,AnizKhalfan,2019-11-24,15:32:55,negative,0.906465232372284,negative,0.8515705466270447,sadness,0.9974554181098938,positive,0.8432939052581787,negative,0.5348190665245056,negative
232,232,232,232,you are helping countless people with your tremendous advocacy and vulnerability it doesnt take away the pain so sorry for your losses,KimKellyMD,2019-11-24,15:44:30,neutral,0.5377435684204102,positive,0.5824364423751831,sadness,0.9851408004760742,positive,0.9922134280204772,negative,0.3976153433322906,positive
233,233,233,233,wait times irrelevant as an issue for the court to consider argues government despite many s dying on wait lists in bc alone government is complicit in such deaths and justice system must protect their rights,DrBrianDay,2019-11-28,07:26:57,negative,0.8591088652610779,negative,0.8442715406417847,anger,0.4897754192352295,negative,0.9945043921470642,negative,0.3697715103626251,negative
234,234,234,234,not impressed  but sadly also not surprised,indysahota,2019-11-29,22:43:59,negative,0.972274899482727,negative,0.7142822742462158,surprise,0.9903491735458374,negative,0.9997485280036926,negative,0.3434847891330719,negative
235,235,235,235,in support of thread below original article just published in on association between ehr usability amp physician burnout,awruddiman,2019-11-30,18:01:33,neutral,0.741169810295105,neutral,0.8596193194389343,joy,0.7026821970939636,negative,0.95090252161026,negative,0.4295169115066528,negative
236,236,236,236,it was despicable emotional victory against pelvic mesh makers after years of suffering via,AnizKhalfan,2019-11-30,22:33:28,negative,0.9780210852622986,negative,0.9166454076766968,anger,0.5798517465591431,positive,0.7427886724472046,negative,0.4515983760356903,negative
237,237,237,237,your interest in pursuing to address your needs and perhaps those of entire strata are certainly worth pursuing the merits of solar installation as a retrofit should be considered a positive disruptor nett gain far exceeds any aesthetic losses dm me to chat,awruddiman,2019-12-01,16:38:15,neutral,0.7862743139266968,positive,0.755169153213501,joy,0.9961299896240234,positive,0.8925154209136963,negative,0.4059597551822662,positive
238,238,238,238,you may or may not be aware that today is  sadly the stigma associated with and misinformation of this condition continue keep yourself and others informed amp updated on of and ,awruddiman,2019-12-01,19:17:15,negative,0.8826168775558472,negative,0.6653109192848206,joy,0.951940894126892,negative,0.7639373540878296,negative,0.514982283115387,negative
239,239,239,239,excellent presentation by one of our talented research fellows dr sadia qamar on role of cardiac ct in potential cardio embolic stroke,DrAlisonHarris,2019-12-02,21:50:01,positive,0.9487892389297484,positive,0.93070787191391,joy,0.9977062940597534,positive,0.9969003200531006,positive,0.6329618692398071,positive
240,240,240,240,very sad news this morning i can only imagine how much fun you amp jim will have together now that you are reunited,DrMCGregoire,2019-12-08,18:38:33,positive,0.757043182849884,positive,0.4534969925880432,joy,0.9548263549804688,positive,0.7489122748374939,negative,0.3883823156356811,positive
241,241,241,241,fascinating insta filters and depressive symptoms but probably the best indicator of mental health is not using instagram at all i recognize the irony of saying this on twitter,bechardmel,2019-12-08,18:55:29,negative,0.5954975485801697,neutral,0.4245550036430359,surprise,0.8928237557411194,negative,0.9701722860336304,negative,0.3559074997901916,negative
242,242,242,242,some very sad amp unsettling news coming out of the bc community of gabriola island this evening thinking of those so affected and especially of the first responders including all medical professionals who may be lending support,awruddiman,2019-12-11,04:33:10,negative,0.8553489446640015,negative,0.8354999423027039,sadness,0.9505580067634584,positive,0.9539006352424622,negative,0.4507645666599273,negative
243,243,243,243,such sad and terrible news i just landed around h at yyj from yvr south terminal and it was super foggy we were warned we would likely have to go back to yvr but we landed safely my heart to the families affected,DrMCGregoire,2019-12-11,05:19:30,negative,0.9043720364570618,negative,0.8694639205932617,sadness,0.7293785810470581,negative,0.9526709914207458,negative,0.4949487745761871,negative
